#Filename       start    end       CORR  B     Seq   Keep?  PUMP  Astart  Aend   Bstart Bend   ChUpdate   Gas    B_Servo   HV    HVS   OTop  MTop  MBot  OBot   Others
48692-48978     48692    48978     2     1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
48984-49224     48984    49224     2     1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
49224-49258     49224    49258     4     1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
49264-49491     49264    49491     2     1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
49521-49756     49521    49756     2     1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
49759-50059     49759    50059     2     1     7     0      35    50      70     240    270    1          80     1         06    30    6     15    12    14
50063-50323     50063    50323     2    -1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
50324-50358     50324    50358     4    -1     7     0      35    50      70     240    270    1          80     1         10    30    6     15    12    14
50363-50601     50363    50601     2    -1     7     0      35    50      70     240    270    1          80     1         10    30    14    12    15    6
50602-50634     50602    50634     4    -1     7     0      35    50      70     240    270    1          80     1         10    30    14    12    15    6
50655-50908     50655    50908     2    -1     7     0      35    50      70     240    270    1          80     1         06    30    14    12    15    6
50909-50941     50909    50941     4    -1     7     0      35    50      70     240    270    1          80     1         06    30    14    12    15    6
50945-51216     50945    51216     2     1     7     0      35    50      70     240    270    1          80     1         10    05    14    12    15    6
51217-51249     51217    51249     4     1     7     0      35    50      70     240    270    1          80     1         10    05    14    12    15    6
51254-51286     51254    51286     4     1     7     0      35    50      70     240    270    1          80     1         06    05    14    12    15    6
51287-51583     51287    51583     2     1     7     0      35    50      70     240    270    1          80     1         06    05    14    12    15    6
51591-51869     51591    51869     2     1     7     0      35    50      70     240    270    1          80     1         10    05    14    12    15    6
51870-51902     51870    51902     4     1     7     0      35    50      70     240    270    1          80     1         10    05    14    12    15    6
51907-52139     51907    52139     2     1     7     0      35    50      70     240    270    1          80     1         10    05    14    12    15    6
52140-52172     52140    52172     4     1     7     0      35    50      70     240    270    1          80     1         10    05    14    12    15    6
52197-52321     52197    52321     2     1     8     1      35    50      70     240    270    1          100    1         06    30    6     15    12    14
52413-52674     52413    52674     2     1     8     1      35    50      70     240    270    1          100    1         06    30    6     15    12    14
52675-52707     52675    52707     4     1     8     1      35    50      70     240    270    1          100    1         06    30    6     15    12    14
52710-52936     52710    52936     2     1     8     1      35    50      70     240    270    1          100    1         10    30    6     15    12    14
52937-52969     52937    52969     4     1     8     1      35    50      70     240    270    1          60     1         10    30    6     15    12    14
52973-53248     52973    53248     2     1     8     1      35    50      70     240    270    1          100    1         06    05    6     15    12    14
53249-53282     53249    53282     4     1     8     1      35    50      70     240    270    1          100    1         06    05    6     15    12    14
53286-53570     53286    53570     2     1     8     1      35    50      70     240    270    1          100    1         10    05    6     15    12    14
53571-53603     53571    53603     4     1     8     1      35    50      70     240    270    1          100    1         10    05    6     15    12    14
53607-53884     53607    53884     2    -1     8     1      35    50      70     240    270    1          100    1         06    30    6     15    12    14
53885-53917     53885    53917     4    -1     8     1      35    50      70     240    270    1          100    1         06    30    6     15    12    14
53941-53973     53941    53973     4    -1     8     1      35    50      70     245    270    1          100    1         10    30    6     15    12    14
53974-54163     53974    54163     2    -1     8     1      35    50      70     240    270    1          100    1         10    30    6     15    12    14
54170-54476     54170    54476     2    -1     8     1      35    50      70     240    270    1          100    1         10    30    6     15    12    14
54477-54558     54477    54558     4    -1     8     1      35    50      70     240    270    1          100    1         06    05    6     15    12    14
54564-54797     54564    54797     2    -1     8     1      35    50      70     240    270    1          100    1         06    05    6     15    12    14
54800-55096     54800    55096     2    -1     8     1      35    50      70     240    270    1          70     1         10    05    6     15    12    14
55097-55129     55097    55129     4    -1     8     1      35    50      70     240    270    1          100    1         10    05    6     15    12    14
55134-55391     55134    55391     2     1     8     1      35    50      70     240    270    1          70     1         06    30    6     15    12    14
55392-55424     55392    55424     4     1     8     1      35    50      70     240    270    1          100    1         06    30    6     15    12    14
55440-55707     55440    55707     2     1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
55708-55740     55708    55740     4     1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
55746-56017     55746    56017     2     1     8     1      35    50      70     240    270    1          70     1         06    05    6     15    12    14
56018-56050     56018    56050     4     1     8     1      35    50      70     240    270    1          70     1         06    05    6     15    12    14
56054-56346     56054    56346     2     1     8     1      35    50      70     240    270    1          70     1         10    05    6     15    12    14
56347-56379     56347    56379     4     1     8     1      35    50      70     240    270    1          70     1         10    05    6     15    12    14
56383-56415     56383    56415     4    -1     8     1      35    50      70     240    270    1          70     1         06    30    6     15    12    14
56416-56710     56416    56710     2    -1     8     1      35    50      70     240    270    1          70     1         06    30    6     15    12    14
56711-56993     56711    56993     2    -1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
56994-57026     56994    57026     4    -1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
57033-57274     57033    57274     2    -1     8     1      35    50      70     240    270    1          85     1         10    30    6     15    12    14
57275-57307     57275    57307     4    -1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
57322-57574     57322    57574     2    -1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
57596-57628     57596    57628     4    -1     8     1      35    50      70     240    270    1          70     1         10    30    6     15    12    14
57635-57890     57635    57890     2    -1     8     1      35    50      70     240    270    1          15     1         06    05    6     15    12    14
57891-57923     57891    57923     4    -1     8     1      35    50      70     240    270    1          70     1         06    05    6     15    12    14
57927-58194     57927    58194     2    -1     8     1      35    50      70     240    270    1          100    1         10    05    6     15    12    14
58235-58519     58235    58519     2    -1     8     1      35    50      70     240    270    1          20     1         06    30    6     15    12    14
58523-58870     58523    58870     2    -1     8     1      35    50      70     240    270    1          20     1         10    05    6     15    12    14
58871-59148     58871    59148     2    -1     8     1      35    50      70     240    270    1          30     1         06    05    6     15    12    14
59153-59440     59153    59440     2    -1     8     1      35    50      70     240    270    1          30     1         06    30    6     15    12    14
59445-59693     59445    59693     2    -1     8     1      35    50      70     240    270    1          30     1         10    05    6     15    12    14
59698-59933     59698    59933     2    -1     8     1      35    50      70     240    270    1          30     1         06    30    6     15    12    14
59993-60213     59993    60213     2    -1     9     1      35    50      70     240    270    1          100    1         06    30    6     12    15    14
60214-60246     60214    60246     4    -1     9     1      35    50      70     240    270    1          100    1         06    30    6     12    15    14
60252-60486     60252    60486     2    -1     9     1      35    50      70     240    270    1          100    1         10    30    6     12    15    14
60546-60836     60546    60836     2    -1     9     1      35    50      70     240    270    1          100    1         06    05    6     12    15    14
60842-61107     60842    61107     2    -1     9     1      35    50      70     240    270    1          100    1         10    05    6     12    15    14
61108-61160     61108    61160     4    -1     9     1      35    50      70     240    270    1          100    1         10    05    6     12    15    14
61161-61193     61161    61193     4    -1     9     1      35    50      70     240    270    1          100    1         06    05    6     12    15    14
61200-61430     61200    61430     2     1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
61431-61463     61431    61463     4     1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
61469-61712     61469    61712     2     1     9     1      35    50      70     240    270    1          80     1         10    30    6     12    15    14
61713-61745     61713    61745     4     1     9     1      35    50      70     240    270    1          80     1         10    30    6     12    15    14
61770-62015     61770    62015     2     1     9     1      35    50      70     240    270    1          80     1         06    05    6     12    15    14
62016-62048     62016    62048     4     1     9     1      35    50      70     240    270    1          80     1         06    05    6     12    15    14
62059-62323     62059    62323     2     1     9     1      35    50      70     240    270    1          80     1         10    05    6     12    15    14
62324-62356     62324    62356     4     1     9     1      35    50      70     240    270    1          80     1         10    05    6     12    15    14
62364-62615     62364    62615     2    -1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
62616-62648     62616    62648     4    -1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
62654-62877     62654    62877     2    -1     9     1      35    50      70     240    270    1          80     1         10    30    6     12    15    14
62878-62910     62878    62910     4    -1     9     1      35    50      70     240    270    1          80     1         10    30    6     12    15    14
62917-63191     62917    63191     2    -1     9     1      35    50      70     240    270    1          80     1         06    05    6     12    15    14
63194-63226     63194    63226     4    -1     9     1      35    50      70     240    270    1          80     1         06    05    6     12    15    14
63235-63498     63235    63498     2    -1     9     1      35    50      70     240    270    1          80     1         10    05    6     12    15    14
63499-63531     63499    63531     4    -1     9     1      35    50      70     240    270    1          80     1         10    05    6     12    15    14
63537-63819     63537    63819     2     1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
63859-64123     63859    64123     2     1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
64124-64156     64124    64156     4     1     9     1      35    50      70     240    270    1          80     1         06    30    6     12    15    14
64160-64410     64160    64410     2     1     9     1      35    50      70     240    270    1          80     1         10    30    6     12    15    14
64411-64443     64411    64443     4     1     9     1      35    50      70     240    270    1          80     1         10    30    6     12    15    14
64449-64705     64449    64705     2     1     9     1      35    50      70     240    270    1          80     1         06    05    6     12    15    14
64706-64759     64706    64759     4     1     9     1      35    50      70     240    270    1          80     1         06    05    6     12    15    14
64770-65025     64770    65025     2     1     9     1      35    50      70     240    270    1          80     1         10    05    6     12    15    14
65026-65066     65026    65066     4     1     9     1      35    50      70     240    270    1          80     1         10    05    6     12    15    14
65071-65333     65071    65333     2    -1     9     1      35    50      70     240    270    1          75     1         06    05    6     12    15    14
65334-65366     65334    65366     4    -1     9     1      35    50      70     240    270    1          75     1         06    05    6     12    15    14
65373-65627     65373    65627     2    -1     9     1      35    50      70     240    270    1          75     1         06    05    6     12    15    14
65628-65660     65628    65660     4    -1     9     1      35    50      70     240    270    1          75     1         06    05    6     12    15    14
65665-65904     65665    65904     2    -1     9     1      35    50      70     240    270    1          75     1         10    05    6     12    15    14
65919-65951     65919    65951     4    -1     9     1      35    50      70     240    270    1          75     1         10    05    6     12    15    14
65956-66227     65956    66227     2     1     9     1      35    50      70     240    270    1          75     1         10    30    6     12    15    12
66228-66262     66228    66262     4     1     9     1      35    50      70     240    270    1          75     1         10    30    6     12    15    14
66279-66540     66279    66540     2     1     9     1      35    50      70     240    270    1          75     1         06    30    6     12    15    12
66541-66573     66541    66573     4     1     9     1      35    50      70     240    270    1          75     1         06    30    6     12    15    14
66659-66876     66659    66876     2     1     10    1      35    50      70     240    270    1          85     1         06    30    6     14    15    12
66877-66909     66877    66909     4     1     10    1      35    50      70     240    270    1          70     1         06    30    6     14    15    12
66914-67169     66914    67169     2     1     10    1      35    55      70     240    270    1          70     1         10    30    6     14    15    12
67170-67202     67170    67202     4     1     10    1      35    50      70     240    270    1          70     1         10    30    6     14    15    12
67238-67526     67238    67526     2     1     10    1      35    60      75     240    270    1          70     1         06    05    6     14    15    12
67545-67756     67545    67756     2     1     10    1      35    50      70     240    270    1          85     1         10    05    6     14    15    12
67839-68088     67839    68088     2     1     10    1      35    60      70     241    251    1          85     1         10    05    6     14    15    12
68102-68353     68102    68353     2    -1     10    1      35    50      70     240    270    1          85     1         06    30    6     14    15    12
68354-68386     68354    68386     4    -1     10    1      35    50      70     240    270    1          70     1         06    30    6     14    15    12
68390-68640     68390    68640     2    -1     10    1      35    85      75     240    270    1          70     1         10    30    6     14    15    12
68641-68676     68641    68676     4    -1     10    1      35    50      70     240    270    1          70     1         10    30    6     14    15    12
68690-68926     68690    68926     2    -1     10    1      35    85      70     240    270    1          85     1         06    05    6     14    15    12
68927-68966     68927    68966     4    -1     10    1      35    50      70     240    270    1          70     1         06    05    6     14    15    12
68969-69197     68969    69197     2    -1     10    1      35    40      70     241    251    1          85     1         06    05    6     14    15    12
69198-69230     69198    69230     4    -1     10    1      35    50      70     240    270    1          40     1         06    05    6     14    15    12
69237-69513     69237    69513     2    -1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
69514-69546     69514    69546     4    -1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
69612-69781     69612    69781     2    -1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
69801-70085     69801    70085     2     1     10    1      32    55      70     240    265    1          40     1         06    30    6     14    15    12
70086-70118     70086    70118     4     1     10    1      32    55      70     240    265    1          40     1         06    30    6     14    15    12
70133-70387     70133    70387     2     1     10    1      35    52      70     240    270    1          40     1         10    30    6     14    15    12
70388-70430     70388    70430     4     1     10    1      35    51      70     240    270    1          40     1         10    30    6     14    15    12
70456-70708     70456    70708     2     1     10    1      35    55      70     240    265    1          40     1         06    05    6     14    15    12
70709-70741     70709    70741     4     1     10    1      35    55      70     240    265    1          40     1         06    05    6     14    15    12
70748-71026     70748    71026     2     1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
71027-71071     71027    71071     4     1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
71101-71256     71101    71256     2    -1     10    1      35    55      70     240    265    1          40     1         06    30    6     14    15    12
71292-71529     71292    71529     2    -1     10    1      35    50      70     240    270    1          40     1         06    30    6     14    15    12
71535-71829     71535    71829     2    -1     10    1      35    50      70     240    270    1          40     1         10    30    6     14    15    12
71830-71865     71830    71865     4    -1     10    1      35    50      70     240    270    1          40     1         10    30    6     14    15    12
71866-71923     71866    71923     4    -1     10    1      35    50      70     240    270    1          40     1         06    30    6     14    15    12
71928-72189     71928    72189     2    -1     10    1      35    50      70     240    270    1          40     1         06    05    6     14    15    12
72190-72222     72190    72222     4    -1     10    1      35    50      70     240    270    1          40     1         06    05    6     14    15    12
72226-72465     72226    72465     2    -1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
72466-72498     72466    72498     4    -1     10    1      35    50      70     240    270    1          40     1         10    05    6     14    15    12
72514-72781     72514    72781     2     1     10    1      35    54      70     240    270    1          40     1         06    30    6     14    15    12
72782-72814     72782    72814     4     1     10    1      35    54      70     240    270    1          40     1         06    30    6     14    15    12
72826-73055     72826    73055     2     1     10    1      35    55      70     240    270    1          40     1         10    30    6     14    15    12
73056-73098     73056    73098     4     1     10    1      35    54      70     240    270    1          40     1         10    30    6     14    15    12
75131-75388     75131    75388     2     1     11    1      35    50      70     240    270    1          50     1         06    30    6     15    14    12
75389-75421     75389    75421     4     1     11    1      35    50      70     240    270    1          50     1         06    30    6     12    15    14
75445-75658     75445    75658     2     1     11    1      35    50      70     240    270    1          50     1         10    30    6     15    14    12
75664-75949     75664    75949     2     1     11    1      35    50      70     240    270    1          70     1         10    30    6     15    14    12
75953-75985     75953    75985     4     1     11    1      35    50      70     240    270    1          50     1         10    30    6     12    15    14
75991-76246     75991    76246     2     1     11    1      35    50      70     240    270    1          70     1         06    05    6     15    14    12
76247-76279     76247    76279     4     1     11    1      35    50      70     240    270    1          50     1         06    05    6     12    15    14
76286-76548     76286    76548     2     1     11    1      40    55      75     240    270    1          70     1         10    05    6     15    14    12
76549-76581     76549    76581     4     1     11    1      40    55      75     240    270    1          70     1         10    05    6     12    15    14
76585-76617     76585    76617     4     1     11    1      40    55      75     240    270    1          70     1         06    30    6     12    15    14
76618-76895     76618    76895     2     1     11    1      40    55      75     240    270    1          70     1         06    30    6     15    14    12
76898-77198     76898    77198     2    -1     11    1      40    55      75     240    270    1          90     1         06    30    6     15    14    12
77199-77231     77199    77231     4    -1     11    1      40    55      75     240    270    1          90     1         06    30    6     12    15    14
77235-77483     77235    77483     2    -1     11    1      40    55      75     240    270    1          90     1         10    30    6     15    14    12
77484-77516     77484    77516     4    -1     11    1      40    55      75     240    270    1          90     1         10    30    6     12    15    14
77534-77796     77534    77796     2    -1     11    1      40    55      75     240    270    1          90     1         06    05    6     15    14    12
77797-77829     77797    77829     4    -1     11    1      40    55      75     240    270    1          90     1         06    05    6     14    15    12
77906-78123     77906    78123     2    -1     11    1      40    55      75     240    270    1          90     1         10    05    6     15    14    12
78124-78147     78124    78147     4    -1     11    1      40    55      75     240    270    1          90     1         10    05    6     14    15    12
78193-78426     78193    78426     2    -1     11    1      40    55      75     240    270    1          90     1         10    05    6     15    14    12
78428-78455     78428    78455     4    -1     11    1      40    55      75     240    270    1          90     1         10    05    6     14    15    12
78467-78499     78467    78499     4    -1     11    1      40    55      75     240    270    1          90     1         06    05    6     14    15    12
78500-78785     78500    78785     2    -1     11    1      40    55      75     240    270    1          90     1         06    05    6     15    14    12
78790-79049     78790    79049     2    -1     11    1      40    55      75     240    270    1          90     1         10    05    6     15    14    12
79050-79085     79050    79085     4    -1     11    1      40    55      75     240    270    1          90     1         10    05    6     14    15    12
79093-79363     79093    79363     2     1     11    1      40    55      75     240    270    1          90     1         06    30    6     15    14    12
79367-79661     79367    79661     2     1     11    1      40    55      75     240    270    1          90     1         10    30    6     15    14    12
79662-79681     79662    79681     4     1     11    1      40    55      75     240    270    1          90     1         10    30    6     14    15    12
79712-79941     79712    79941     2     1     11    1      40    55      70     235    270    1          90     1         06    30    6     15    14    12
79942-79974     79942    79974     4     1     11    1      40    55      70     235    270    1          90     1         06    30    6     14    15    12
79987-80256     79987    80256     2     1     11    1      40    55      70     235    270    1          90     1         06    05    6     15    14    12
80258-80296     80258    80296     4     1     11    1      40    55      70     235    270    1          90     1         06    05    6     14    15    12
80316-80557     80316    80557     2     1     11    1      40    55      70     235    270    1          90     1         10    05    6     15    14    12
80558-80592     80558    80592     4     1     11    1      40    55      70     235    270    1          90     1         10    05    6     14    15    12
80598-80630     80598    80630     4    -1     11    1      40    55      70     235    270    1          90     1         06    30    6     14    15    12
80631-80911     80631    80911     2    -1     11    1      40    55      70     235    270    1          90     1         06    30    6     15    14    12
80921-81193     80921    81193     2    -1     11    1      40    55      70     235    270    1          90     1         10    30    6     15    14    12
81194-81221     81194    81221     4    -1     11    1      40    55      70     235    270    1          90     1         10    30    6     14    15    12
81225-81482     81225    81482     2    -1     11    1      40    55      70     235    270    1          90     1         06    05    6     15    14    12
81483-81515     81483    81515     4    -1     11    1      40    55      70     235    270    1          90     1         06    05    6     14    15    12
81522-81773     81522    81773     2    -1     11    1      40    55      70     235    270    1          90     1         10    05    6     15    14    12
81774-81806     81774    81806     4    -1     11    1      40    55      70     235    270    1          90     1         10    05    6     14    15    12
81811-82042     81811    82042     2    -1     11    1      40    55      70     235    270    1          90     1         06    30    6     15    14    12
82043-82078     82043    82078     4    -1     11    1      40    55      70     235    270    1          90     1         06    30    6     14    15    12
82084-82356     82084    82356     2     1     11    1      40    55      70     235    270    1          90     1         06    30    6     15    14    12
83100-83310     83100    83310     2     1     12    1      35    50      70     240    270    1          50     1         06    30    6     14    12    15
83311-83343     83311    83343     4     1     12    1      35    50      70     240    270    1          50     1         06    30    6     14    12    15
83372-83616     83372    83616     2     1     12    1      35    50      70     240    270    1          50     1         10    30    6     14    12    15
83617-83649     83617    83649     4     1     12    1      35    50      70     240    270    1          50     1         10    30    6     14    12    15
83657-83689     83657    83689     4     1     12    1      35    50      70     240    270    1          50     1         06    05    6     14    12    15
83690-83978     83690    83978     2     1     12    1      35    50      70     240    270    1          50     1         06    05    6     14    12    15
83983-84252     83983    84252     2     1     12    1      35    50      70     240    270    1          110    1         10    05    6     14    12    15
84253-84294     84253    84294     4     1     12    1      35    50      70     240    270    1          110    1         10    05    6     14    12    15
84299-84548     84299    84548     2    -1     12    1      35    50      70     240    270    1          110    1         06    30    6     14    12    15
84549-84581     84549    84581     4    -1     12    1      35    50      70     240    270    1          110    1         06    30    6     14    12    15
84582-84864     84582    84864     2    -1     12    1      35    50      70     240    270    1          110    1         10    30    6     14    12    15
84865-84897     84865    84897     4    -1     12    1      35    50      70     240    270    1          110    1         10    30    6     14    12    15
85535-85771     85535    85771     2    -1     12    1      35    50      70     240    270    1          80     1         06    05    6     14    12    15
85772-85804     85772    85804     4    -1     12    1      35    50      70     240    270    1          80     1         06    05    6     14    12    15
85809-86085     85809    86085     2    -1     12    1      35    50      70     240    270    1          80     1         10    05    6     14    12    15
86086-86118     86086    86118     4    -1     12    1      35    50      70     240    270    1          80     1         10    05    6     14    12    15
86122-86397     86122    86397     2     1     12    1      35    50      70     240    270    1          80     1         06    30    6     14    12    15
86398-86430     86398    86430     4     1     12    1      35    50      70     240    270    1          80     1         06    30    6     14    12    15
86445-86692     86445    86692     2     1     12    1      35    50      70     240    270    1          60     1         10    30    6     14    12    15
86693-86725     86693    86725     4     1     12    1      35    50      70     240    270    1          60     1         10    30    6     14    12    15
86726-86758     86726    86758     4     1     12    1      35    50      70     240    270    1          60     1         06    05    6     14    12    15
86759-87074     86759    87074     2     1     12    1      35    50      70     240    270    1          60     1         06    05    6     14    12    15
87095-87334     87095    87334     2     1     12    1      35    50      70     240    270    1          60     1         10    05    6     14    12    15
87335-87368     87335    87368     4     1     12    1      35    50      70     240    270    1          60     1         10    05    6     14    12    15
87440-87689     87440    87689     2    -1     12    1      35    50      70     240    270    1          80     1         06    30    6     14    12    46
87690-87722     87690    87722     4    -1     12    1      35    50      70     240    270    1          80     1         06    30    6     14    12    46
87727-87935     87727    87935     2    -1     12    1      35    50      70     240    270    1          80     1         10    30    6     14    12    46
87956-87991     87956    87991     4    -1     12    1      35    50      70     240    270    1          80     1         10    30    6     14    12    46
87992-88039     87992    88039     4    -1     12    1      35    50      70     240    270    1          80     1         10    05    6     14    12    46
88043-88316     88043    88316     2    -1     12    1      35    50      70     240    270    1          80     1         10    05    6     14    12    46
88320-88579     88320    88579     2    -1     12    1      35    50      70     240    270    1          80     1         06    05    6     14    12    46
88580-88647     88580    88647     4    -1     12    1      35    50      70     240    270    1          80     1         06    05    6     14    12    46
88651-88884     88651    88884     2    -1     12    1      35    50      70     240    270    1          80     1         06    05    6     14    12    46
88892-89197     88892    89197     2     1     12    1      35    50      70     240    270    1          80     1         10    05    6     14    12    46
89253-89499     89253    89499     2     1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
89500-89532     89500    89532     4     1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
89536-89817     89536    89817     2     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
89818-89850     89818    89850     4     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
89855-90102     89855    90102     2     1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
90103-90135     90103    90135     4     1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
90149-90392     90149    90392     2     1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
90393-90425     90393    90425     4     1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
90459-90671     90459    90671     2     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
90672-90704     90672    90704     4     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
90711-91001     90711    91001     2    -1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
91002-91039     91002    91039     4    -1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
91045-91285     91045    91285     2    -1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
91297-91541     91297    91541     2    -1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
91542-91574     91542    91574     4    -1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
91584-91844     91584    91844     2    -1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
91887-92135     91887    92135     2    -1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
92136-92176     92136    92176     4    -1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
92189-92422     92189    92422     2     1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
92435-92467     92435    92467     4     1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
92472-92506     92472    92506     4     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
92507-92772     92507    92772     2     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
92779-92847     92779    92847     2     1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
93054-93318     93054    93318     2     1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
93326-93610     93326    93610     2     1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
93611-93643     93611    93643     4     1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
93650-93905     93650    93905     2     1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
93906-93938     93906    93938     4     1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
93944-94213     93944    94213     2    -1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
94214-94246     94214    94246     4    -1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
94250-94536     94250    94536     2    -1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
94537-94569     94537    94569     4    -1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
94576-94608     94576    94608     4    -1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
94609-94883     94609    94883     2    -1     13    0      35    50      70     240    270    1          60     1         06    30    6     12    14    46
94887-95149     94887    95149     2    -1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
95150-95203     95150    95203     4    -1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
95210-95448     95210    95448     2     1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
95449-95481     95449    95481     4     1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
95487-95718     95487    95718     2     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
95781-95813     95781    95813     4     1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
95817-96098     95817    96098     2    -1     13    0      35    50      70     240    270    1          60     1         10    05    6     12    14    46
96099-96131     96099    96131     4    -1     13    0      35    50      70     240    270    1          60     1         10    30    6     12    14    46
96135-96396     96135    96396     2    -1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
96397-96428     96397    96428     4    -1     13    0      35    50      70     240    270    1          60     1         06    05    6     12    14    46
96668-96951     96668    96951     2    -1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
96952-96984     96952    96984     4    -1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
97014-97240     97014    97240     2    -1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
97241-97273     97241    97273     4    -1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
97281-97520     97281    97520     2    -1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
97521-97553     97521    97553     4    -1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
97557-97829     97557    97829     2    -1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
97830-97862     97830    97862     4    -1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
97874-97906     97874    97906     4     1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
97907-98155     97907    98155     2     1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
98199-98528     98199    98528     2     1     13    1      35    50      70     240    270    1          60     1         10    30    6     12    14    15
98533-98760     98533    98760     2     1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
98761-98793     98761    98793     4     1     13    1      35    50      70     240    270    1          60     1         06    05    6     12    14    15
98798-98830     98798    98830     4     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
98835-98959     98835    98959     2     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
99063-99277     99063    99277     2     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
99278-99310     99278    99310     4     1     13    1      35    50      70     240    270    1          60     1         10    05    6     12    14    15
99314-99540     99314    99540     2    -1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
99541-99573     99541    99573     4    -1     13    1      35    50      70     240    270    1          60     1         06    30    6     12    14    15
